item,number,thisN,thisTrialN,thisRepN,slider_thinking_content.response,slider_thinking_content.rt,key_resp_thinking_content.keys,key_resp_thinking_content.rt,key_resp_thinking_content.duration,think_content_loop.thisRepN,think_content_loop.thisTrialN,think_content_loop.thisN,think_content_loop.thisIndex,thisRow.t,notes,welcome_screen.started,image_welcome.started,key_resp_welcome.started,welcome_screen.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,refresh.stopped,emotional_level.started,rate_emotion_prompt.started,slider_emotion.started,key_resp_emotion.started,emotional_level.stopped,slider_emotion.response,slider_emotion.rt,Rating,key_resp_emotion.keys,key_resp_emotion.rt,key_resp_emotion.duration,text_refresh.stopped,wait4trigger_scanner.started,wait4trigger_text.started,wait4trigger_text.stopped,wait4trigger_scanner.stopped,fake_stimulus.started,fake_stimulus_text.started,fake_stimulus_text.stopped,fake_stimulus.stopped,resting.started,fixation.started,fixation.stopped,resting.stopped,think_content.started,main_body_questionnaire.started,item_text.started,slider_thinking_content.started,key_resp_thinking_content.started,think_content.stopped,think_content_loop.slider_thinking_content.response,think_content_loop.slider_thinking_content.rt,think_content_loop.key_resp_thinking_content.keys,think_content_loop.key_resp_thinking_content.rt,think_content_loop.key_resp_thinking_content.duration,goodbye.started,goodbye_text.started,key_resp_goodbye.started,goodbye.stopped,key_resp_goodbye.keys,key_resp_goodbye.rt,key_resp_goodbye.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0229235829992831,0.0301572499993199,0.0301572499993199,1.3640409580002597,j,1.3099007079999865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,1.3641014999993786,1.379121624999243,1.6683415829993464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.6696342499999446,1.6913729579991923,1.6913729579991923,1.6913729579991923,2.7654011659997195,None,None,5.0,a,1.0434669999995094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.7654248749986436,2.7759814579985687,3.0609687910000503,,,,,,,,,,,,3.0658500409990666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0609905410001375,3.0658500409990666,4.060486832999231,4.051042707998931,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.051079415999993,4.060486832999231,6.049390124999263,6.044993707999311,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0450218329988274,6.0601760409990675,10.050729332999254,10.045566332999442,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,10.04559670799972,10.06054149999909,10.345516332999978,,,,,,,,,,,,10.351489458000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,10.346549207999487,10.36709454099946,10.36709454099946,10.36709454099946,13.046578957999373,None,None,5.0,a,2.6730404579993774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,13.0466023329991,13.050174750000224,13.344677874998524,,,,,,,,,,,,13.373309374999735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是关于过去的事情,1,0,0,0,None,None,k,4.151993042001777,None,0,0,0,0,13.373309374999735,,,,,,,,,17.529192082998634,17.532558165999944,17.817607499999212,,,,,,,,5.0,,,,17.83343312499892,,,,,,,,,,,,,13.357728207998662,13.373309374999735,13.373309374999735,13.373309374999735,13.373309374999735,17.529155665999497,None,None,k,4.151993042001777,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是关于将来的事情,2,1,1,0,None,None,j,1.7910237079995568,None,0,1,1,1,17.83343312499892,,,,,,,,,19.63082791600027,19.634424750000107,19.928658165999877,,,,,,,,3.0,,,,19.94486437500018,,,,,,,,,,,,,17.82206429100006,17.83343312499892,17.83343312499892,17.83343312499892,17.83343312499892,19.63079204099995,None,None,j,1.7910237079995568,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是关于我自己的,3,2,2,0,None,None,j,1.255068874999779,None,0,2,2,2,19.94486437500018,,,,,,,,,21.213185165999676,21.216601457999786,21.503321250000226,,,,,,,,2.0,,,,21.521732540999437,,,,,,,,,,,,,19.933480665999014,19.94486437500018,19.94486437500018,19.94486437500018,19.94486437500018,21.213148457998614,None,None,j,1.255068874999779,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是关于他人的,4,3,3,0,None,None,j,1.119231333001153,None,0,3,3,3,21.521732540999437,,,,,,,,,22.646000082999308,22.660040624999965,22.946025249999366,,,,,,,,8.0,,,,,,,,,,,,,,,,,21.508218249999118,21.521732540999437,21.521732540999437,21.521732540999437,21.521732540999437,22.645965499999875,None,None,j,1.119231333001153,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是正性的、积极的事件,5,4,4,0,None,None,j,1.2177840410004137,None,0,4,4,4,22.967077707999124,,,,,,,,,24.188268124999013,24.193149457998516,24.480175165999754,,,,,,,,7.0,,,,24.498678582998764,,,,,,,,,,,,,22.95364841599985,22.967077707999124,22.967077707999124,22.967077707999124,22.967077707999124,24.188229915998818,None,None,j,1.2177840410004137,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是负性的、消极的事件,6,5,5,0,None,None,j,0.9316947080005775,None,0,5,5,5,24.498678582998764,,,,,,,,,25.444986499998777,25.447901707999335,25.73509324999941,,,,,,,,3.0,,,,25.75709091599856,,,,,,,,,,,,,24.485588040999573,24.498678582998764,24.498678582998764,24.498678582998764,24.498678582998764,25.4449525,None,None,j,0.9316947080005775,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是以图像或意象的形式进行思维,7,6,6,0,None,None,j,1.0240823330004787,None,0,6,6,6,25.75709091599856,,,,,,,,,26.79638262499975,26.81028199999855,27.096401999999216,,,,,,,,8.0,,,,,,,,,,,,,,,,,25.746019250000245,25.75709091599856,25.75709091599856,25.75709091599856,25.75709091599856,26.796344915999725,None,None,j,1.0240823330004787,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
是以内部言语的形式进行思维,8,7,7,0,None,None,j,1.0144410829998378,None,0,7,7,7,27.11553991599976,,,,,,,,,28.145523915998638,28.148956790999364,28.436424540999724,,,,,,,,3.0,,,,28.455465499999264,,,,,,,,,,,,,27.102803540999957,27.11553991599976,27.11553991599976,27.11553991599976,27.11553991599976,28.145486583000093,None,None,j,1.0144410829998378,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
让我感到开心,9,8,8,0,None,None,j,1.010970625000482,None,0,8,8,8,28.455465499999264,,,,,,,,,29.478984165998554,29.4820720409989,29.76813079099884,,,,,,,,7.0,,,,29.78578099999868,,,,,,,,,,,,,28.442764333000014,28.455465499999264,28.455465499999264,28.455465499999264,28.455465499999264,29.478949000000284,None,None,j,1.010970625000482,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
让我感到悲伤,10,9,9,0,None,None,j,0.8796193750004022,None,0,9,9,9,29.78578099999868,,,,,,,,,30.673321374999432,30.67677708299925,30.96253295799943,,,,,,,,3.0,,,,30.966817082999114,,,,,,,,,,,,,29.77430166599879,29.78578099999868,29.78578099999868,29.78578099999868,29.78578099999868,30.67328641599852,None,None,j,0.8796193750004022,None,,,,,,,,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.96260812499895,30.966817082999114,30.966817082999114,31.21363025000028,s,0.23879741699965962,None,999,001,2025-06-11_17h42.53.354,resting_state_demo,2024.2.4,None,2025-06-11 17h43.06.127854 +0800,
